"plotLon","plotLat","temp","prec","therm","deficit","moisture","soil","elev"
"76388945010478_ereg_232",-82.8912,31.1922,15.42,1252.9,1179.637,2132.693,0.007,"SpodHist",69.2694778442383
"76388946010538_ereg_221",-82.5441,38.6323,5.152,1112.995,1021.964,1573.862,-0.013,"AlfInc",240.96125793457
"76388976010538_ereg_221",-83.2944,39.1127,5.258,1044.309,572.476,2147.447,0.09,"Others",326.228759765625
"76388986010538_ereg_221",-83.2449,39.2676,3.495,1025.479,987.422,1529.506,0,"Others",279.668334960938
"76388988010538_ereg_221",-83.0503,39.3266,4.25,991.499,556.595,2206.495,0.275,"Others",283.312469482422
"76388990010538_ereg_221",-82.945,39.1966,4.177,1018.938,877.006,1541.124,0.358,"Others",264.345275878906
"76388993010478_ereg_232",-82.747,31.2732,14.957,1243.404,1347.062,1977.916,-0.744,"Others",54.5718002319336
"76389008010538_ereg_221",-82.827,39.405,5.205,1011.614,583.556,2139.19,0.309,"Others",319.7109375
"76389012010538_ereg_221",-83.0473,38.867,6.84,1019.906,388.152,2528.041,-0.246,"Others",248.55744934082
"76389018010538_ereg_221",-83.2442,38.8734,6.247,1068.201,592.216,2116.673,0.366,"Others",287.777954101562
"76389028010538_ereg_221",-83.0864,38.8001,7.012,1015.483,518.451,2260.324,-0.069,"Others",259.100036621094
"76389030010538_ereg_221",-83.1648,38.6442,6.852,1056.664,587.132,2147.295,-0.031,"Others",292.359924316406
"76389032010538_ereg_221",-81.9716,39.4032,7.043,1033.781,395.699,2381.648,0.166,"AlfInc",230.931991577148
"76389044010538_ereg_221",-82.1374,39.4852,6.78,1015.038,579.516,2126.155,0.349,"AlfInc",287.200408935547
"76389048010538_ereg_221",-82.0348,39.4494,5.855,1027.271,361.345,2509.693,-0.072,"AlfInc",239.815734863281
"76389050010538_ereg_221",-82.0924,39.2423,4.438,1027.923,611.842,1989.933,0.314,"AlfInc",280.070861816406
"76389052010538_ereg_221",-82.262,39.2486,3.925,1038.771,570.856,1928.775,0.155,"AlfInc",237.41926574707
"76389054010538_ereg_221",-82.6503,39.4799,3.845,1014.22,524,2111.093,-0.211,"AlfInc",315.727325439453
"76389056010538_ereg_221",-82.6437,39.4241,3.82,1024.409,509.687,2141.084,-0.314,"AlfInc",296.285125732422
"76389058010538_ereg_221",-82.4871,39.4168,4.622,1043.98,566.917,2156.04,-0.27,"Others",313.847717285156
"76389064010538_ereg_221",-82.3361,39.4153,3.192,1012.966,924.155,1500.763,0.568,"AlfInc",269.937072753906
"76389066010538_ereg_221",-82.2995,39.5017,5.545,995.986,560.251,2107.601,0.357,"Others",269.053070068359
"76389070010538_ereg_221",-82.3882,39.6416,3.552,1034.309,559.673,2126.899,0.014,"AlfInc",297.611877441406
"76389074010538_ereg_221",-82.6852,39.4568,4.58,1013.609,543.818,2142.426,0.347,"AlfInc",298.044128417969
"76389080010538_ereg_221",-81.9889,39.1767,7.287,1029.922,394.965,2376.057,-0.346,"AlfInc",264.011871337891
"76389089010478_ereg_232",-82.8727,31.2684,15.462,1246.768,1353.344,1992.29,-0.992,"Others",66.6476211547852
"76389108010538_ereg_221",-81.9054,39.6447,3.753,1063.25,350.186,2457.311,0.371,"AlfInc",274.325164794922
"76389128010538_ereg_221",-82.0974,39.5629,6.69,1026.787,552.875,2078.809,-0.237,"AlfInc",229.691497802734
"76389130010538_ereg_221",-82.1027,39.6289,4.837,1028.36,568.79,2187.009,0.176,"AlfInc",248.290191650391
"76389156010538_ereg_221",-81.4053,39.4464,4.867,1066.16,342.001,2601.253,-0.128,"AlfInc",223.262023925781
"76389164010538_ereg_221",-81.6897,39.3779,5.688,1040.143,338.079,2451.235,0.377,"AlfInc",243.361053466797
"76389166010538_ereg_221",-81.5406,39.5739,3.117,1041.462,267.706,2429.61,0.086,"Others",263.572845458984
"76389180010538_ereg_221",-80.9011,40.0057,1.43,1039.452,235.329,2394.396,-0.192,"AlfInc",349.565093994141
"76389184010538_ereg_221",-80.8868,39.8893,3.705,1082.651,255.003,2304.787,0.359,"AlfInc",218.326034545898
"76389204010538_ereg_221",-80.7876,39.9283,5.035,1065.516,285.614,2333.042,0,"AlfInc",297.200347900391
"76389218010538_ereg_221",-81.1215,40.5382,1.65,1006.222,271.517,2346.019,0,"AlfInc",357.149078369141
"76389222010538_ereg_221",-82.0971,40.348,1.797,1039.741,409.54,2127.265,0.051,"AlfInc",300.402374267578
"76389226010538_ereg_221",-82.0265,40.4236,2.152,1026.121,444.386,1995.935,0.104,"AlfInc",266.608917236328
"76389228010538_ereg_221",-81.891,40.3346,1.537,996.938,489.532,2101.319,-0.138,"AlfInc",252.086853027344
"76389232010538_ereg_221",-81.8081,40.1694,2.303,1017.562,484.169,2108.187,-0.251,"Others",294.843994140625
"76389236010538_ereg_221",-81.9443,40.2522,2.32,1028.241,467.814,2123.174,0.029,"Others",314.442810058594
"76389250010538_ereg_221",-81.4514,40.0727,3.525,975.406,247.324,2324.951,0,"AlfInc",272.382476806641
"76389268010538_ereg_221",-80.9044,40.352,2.448,1039.789,210.287,2441.936,0.056,"AlfInc",364.201080322266
"76389276010538_ereg_221",-80.8825,40.2791,2.287,1037.012,241.629,2378.77,-0.011,"EntVert",381.916595458984
"76389288010538_ereg_221",-82.1012,40.5704,0.578,1008.779,774.922,1667.312,0.01,"AlfInc",384.037811279297
"76389304010538_ereg_221",-80.7985,40.5256,2.205,990.891,648,1953.796,0.335,"Others",293.113250732422
"76389308010538_ereg_221",-80.7535,40.2943,2.782,1019.506,271.866,2388.786,-0.046,"Others",326.021850585938
"76389324010538_ereg_221",-81.0474,39.6808,4.46,1098.426,255.042,2268.739,0.15,"Others",314.263580322266
"76389330010538_ereg_221",-81.012,39.7605,2.547,1093.229,269.815,2309.737,0.013,"Others",328.374359130859
"76389334010538_ereg_221",-81.2205,39.6915,3.64,1067.243,248.884,2351.592,-0.014,"AlfInc",322.543273925781
"76389346010538_ereg_221",-81.8467,40.1142,2.008,1019.678,507.588,2143.566,-0.35,"AlfInc",299.74658203125
"76389366010538_ereg_221",-81.4796,39.867,2.185,1022.115,261.67,2317.831,0.297,"AlfInc",285.10107421875
"76389372010538_ereg_221",-81.3823,39.7004,2.7,1045.313,259.765,2418.532,0.001,"AlfInc",325.56689453125
"76389426010538_ereg_221",-80.9501,41.5453,0.68,1080.989,746.929,1673.218,-0.173,"AlfInc",296.347290039062
"76389444010538_ereg_221",-80.6262,41.838,1.91,1075.381,477.209,2105.683,0.321,"AlfInc",258.823028564453
"76389468010538_ereg_221",-80.5549,40.6758,1.84,967.381,229.82,2424.544,0.275,"AlfInc",315.068450927734
"76389478010538_ereg_221",-81.802,41.2937,2.172,1014.741,642.701,2249.546,-0.099,"AlfInc",300.723846435547
"76389508010538_ereg_221",-81.0614,41.6304,0.555,1162.442,973.534,1253.886,-0.021,"AlfInc",394.675689697266
"76389548010538_ereg_222",-81.1722,41.7733,0.492,987.983,321.931,1954.458,0.343,"AlfInc",199.921249389648
"76389570010538_ereg_221",-82.1443,41.1829,0.907,976.181,544.948,2130.053,0.457,"AlfInc",259.258819580078
"76389580010538_ereg_221",-80.9976,41.0838,-0.005,977.604,365.288,1942.334,-0.192,"AlfInc",296.903961181641
"76389620010538_ereg_221",-81.1148,41.2995,1.64,1070.838,834.537,1722.41,0.426,"AlfInc",342.423919677734
"76389664010538_ereg_221",-81.3548,40.7638,1.002,989.326,479.911,2369.589,-0.285,"AlfInc",347.052886962891
"76389688010538_ereg_221",-81.5642,41.319,1.372,961.187,839.067,1779.01,-0.279,"AlfInc",274.040435791016
"76389704010538_ereg_221",-81.4175,41.3267,0.965,1030.062,460.583,2318.239,0.046,"AlfInc",323.000701904297
"76389705010478_ereg_231",-83.9002,32.8394,14.06,1165.148,1721.133,1402.365,-0.182,"AlfInc",146.922744750977
"76389750010538_ereg_221",-81.711,40.7136,0.662,992.217,428.187,2209.318,0.001,"AlfInc",326.696258544922
"76389760010538_ereg_222",-84.7295,39.5057,3.295,1025.495,617.541,2616.043,-0.223,"AlfInc",266.912078857422
"76389778010538_ereg_222",-84.8123,39.3443,2.39,1064.247,539.69,2454.454,0.37,"AlfInc",264.290924072266
"76389800010538_ereg_222",-83.9595,39.4224,3.625,1049.372,583.94,2308.451,0.595,"AlfInc",261.041381835938
"76389814010538_ereg_222",-83.8737,39.2716,4.948,1072.97,639.176,2291.487,0.143,"AlfInc",304.025909423828
"76389828010478_ereg_232",-83.8326,32.6825,14.512,1156.578,1012.893,2350.045,-0.897,"UltKan",158.50325012207
"76389848010538_ereg_222",-82.5161,39.721,2.832,1016.112,634.355,2005.164,0.133,"AlfInc",275.700866699219
"76389854010538_ereg_222",-82.7913,39.8094,1.365,1013.357,624.083,2025.198,0.349,"AlfInc",280.105499267578
"76389914010538_ereg_223",-84.6981,39.27,3.148,1093.44,545.076,2406.2,-0.351,"AlfInc",208.722320556641
"76389924010538_ereg_222",-84.5558,39.1912,6.215,1076.408,653.263,2618.511,0.16,"AlfInc",258.385650634766
"76390032010538_ereg_222",-83.1507,39.8029,1.997,984.348,654.308,1980.575,-0.141,"AlfInc",258.293090820312
"76390064010538_ereg_222",-84.0221,39.3433,4.747,1067.221,608.596,2296.178,-0.32,"AlfInc",282.225463867188
"76390080010538_ereg_222",-84.2896,39.4166,5.127,1062.393,651.63,2489.577,0.271,"AlfInc",210.80891418457
"76390114010538_ereg_222",-84.2973,40.5054,0.602,933.993,412.31,2233.271,-0.098,"Mol",273.337738037109
"76390128010538_ereg_222",-83.6027,40.194,2.52,986.307,271.479,2445.545,0.229,"AlfInc",383.712463378906
"76390226010538_ereg_222",-83.6754,41.1153,1.485,896.737,602.787,2251.838,0.048,"Mol",247.502624511719
"76390328010538_ereg_222",-83.7698,41.666,-0.71,863.836,163.261,2152.62,-0.082,"AlfInc",202.875686645508
"76390737010478_ereg_231",-85.5264,34.8265,10.875,1386.193,1028.518,2025.707,0,"Others",258.473876953125
"76390867010478_ereg_231",-84.1716,34.4568,12.68,1548.043,2094.063,892.361,0.003,"Others",462.289978027344
"76391122010478_ereg_231",-84.1766,34.3955,12.645,1432.62,2098.508,883.946,-0.178,"Others",399.178558349609
"76391606010478_ereg_232",-84.7451,30.9688,16.508,1329.674,1853.798,1771.763,1,"EntVert",39.5775833129883
"76395089010478_ereg_232",-84.6288,31.2876,14.435,1297.463,1901.462,1420.36,0.045,"Others",67.2368545532227
"76395199010478_ereg_232",-84.3707,31.3653,16.34,1291.669,1600.386,1985.96,-0.554,"Others",51.3521690368652
"76395567010478_ereg_231",-83.3668,33.0871,13.177,1152.085,1168.658,1940.959,0.2,"Others",143.873275756836
"76396983010478_ereg_231",-83.3944,34.2425,13.172,1272.381,1200.074,1939.116,0,"UltKan",239.923446655273
"76398067010478_ereg_231",-84.6938,34.3081,11.275,1360.416,1325.296,1614.696,-0.31,"Others",363.576538085938
"76398623010478_ereg_232",-83.2398,31.8357,15.165,1150.328,1364.101,1965.372,-0.16,"AlfInc",57.7109909057617
"76398758010478_ereg_232",-83.3108,31.293,15.457,1224.8,1408.377,2054.514,0,"Others",76.9852676391602
"76399235010478_ereg_232",-83.05,31.2314,15.848,1229.463,1410.809,2081.519,0.232,"EntVert",59.6794967651367
"76399536010478_ereg_232",-83.7992,32.7626,15.76,1147.576,803.075,2714.577,-0.233,"Others",126.804313659668
"76399676010478_ereg_232",-83.6157,32.8379,18.375,1145.546,951.002,3349.663,-1,"AlfInc",92.2545623779297
"76399784010478_ereg_232",-83.6226,32.7806,16.663,1139.13,869.315,2951.868,0,"AlfInc",85.6692886352539
"76400354010478_ereg_232",-83.2798,32.5258,14.422,1159.713,1336.362,2013.378,0.918,"Others",128.072402954102
"76400565010478_ereg_232",-82.019,31.2196,15.625,1302.682,1520.781,1861.296,0.903,"Others",17.8348846435547
"76401633010478_ereg_232",-83.597,30.6627,17.032,1329.847,1631.885,1938.644,0,"EntVert",35.599063873291
"76402239010478_ereg_232",-83.4276,30.6824,15.677,1320.034,1971.159,1326.627,0,"EntVert",33.3914337158203
"76402574010478_ereg_232",-81.5463,32.0387,14.517,1197.778,1458.103,1708.338,-0.55,"SpodHist",20.0010833740234
"76402898010478_ereg_232",-81.2782,31.885,14.41,1228.846,1287.37,1844.248,0,"Others",4.12261247634888
"76403022010478_ereg_232",-81.197,31.8054,14.253,1224.01,1598.775,1535.019,-0.421,"EntVert",2.06335926055908
"76403116010478_ereg_232",-81.4202,32.1237,15.315,1209.961,1376.017,1987.049,-0.019,"EntVert",11.9246778488159
"76404447010478_ereg_232",-81.7396,32.5816,14.595,1183.76,1626.238,1530.415,0.282,"AlfInc",30.1210117340088
"76406680010478_ereg_232",-82.1299,33.1481,14.172,1135.24,1275.542,2013.704,0.192,"Others",85.7905502319336
"76406824010478_ereg_231",-83.9205,33.2425,13.672,1177.066,1492.094,1581.716,-0.317,"Others",173.56086730957
"76407150010478_ereg_232",-84.5382,31.5831,15.31,1268.024,2160.066,1231.185,-0.3,"Others",82.3850326538086
"76407202010478_ereg_232",-84.6821,31.5693,14.812,1281.35,2312.056,1038.642,0.069,"EntVert",81.6827850341797
"76407461010478_ereg_232",-81.8049,31.034,16.582,1303.347,1925.309,1341.485,1,"EntVert",1.71142375469208
"76407910010478_ereg_232",-81.6624,31.0355,16.322,1283.35,1606.888,1756.337,0.855,"EntVert",2.39012598991394
"76408330010478_ereg_232",-81.4376,30.8806,14.532,1254.252,1890.257,1244.934,-0.853,"EntVert",2.89376306533814
"76408656010478_ereg_232",-82.1093,32.5204,15.11,1169.453,938.16,2524.738,0.922,"Others",88.6477737426758
"76409187010478_ereg_231",-85.1197,33.5115,12.31,1318.063,1369.58,1692.752,0.072,"Others",297.472351074219
"76409940010478_ereg_231",-85.0332,33.5049,12.973,1313.442,1387.666,1631.923,-0.419,"Others",305.959411621094
"76410180010478_ereg_231",-85.077,34.8409,11.875,1314.567,1062.993,1993.27,0.307,"Others",278.221099853516
"76410611010478_ereg_232",-82.0337,30.589,17.133,1314.749,1804.005,1687.129,-0.123,"SpodHist",22.1286449432373
"76412404010478_ereg_231",-84.8761,32.301,12.942,1228.648,1771.923,1337.243,0.124,"UltKan",89.3814086914062
"76412577010478_ereg_232",-84.8204,32.3657,13.97,1226.862,1706.687,1541.96,0.255,"UltKan",91.0384216308594
"76412659010478_ereg_231",-85.4878,34.5502,10.595,1591.461,1262.93,1530.326,0,"Others",549.403930664062
"76413014010478_ereg_231",-85.2039,34.5432,12.393,1374.978,1349.739,1558.878,0.997,"Others",245.825881958008
"76413090010478_ereg_231",-85.2303,34.4568,12.355,1359.026,1391.237,1677.734,-0.976,"Others",263.490081787109
"76413149010478_ereg_231",-85.3399,34.532,12.748,1385.654,1409.246,1711.84,0,"Others",298.660430908203
"76413237010478_ereg_231",-85.4343,34.3019,11.835,1372.827,1345.175,1589.317,-0.536,"Others",325.247344970703
"76413369010478_ereg_231",-84.5317,34.2847,13.145,1373.32,1784.069,1259.384,-0.144,"Others",344.605865478516
"76414068010478_ereg_231",-83.2941,33.9944,14.032,1191.653,1903.269,1320.257,0.323,"UltKan",243.668792724609
"76415264010478_ereg_232",-82.7351,30.8733,16.773,1277.913,1300.454,2214.713,0.014,"SpodHist",51.6620674133301
"76416631010478_ereg_232",-82.5213,30.6711,15.455,1262.465,1543.904,1713.749,0.995,"SpodHist",35.6562843322754
"76417626010478_ereg_232",-82.9254,31.5869,15.18,1230.143,1389.912,2015.932,0.281,"Others",69.7478103637695
"76417875010478_ereg_232",-82.8831,31.4313,16.135,1246.343,1367.405,2175.397,0.84,"EntVert",49.657958984375
"76418031010478_ereg_232",-82.7647,31.4181,15.675,1241.991,1261.363,2216.552,0.147,"Others",52.215259552002
"76419194010478_ereg_232",-82.3086,33.4575,13.75,1135.08,1220.122,1912.002,-0.498,"UltKan",152.19694519043
"76420582010478_ereg_231",-84.7618,33.3836,13.648,1300.055,1250.7,2164.35,-0.017,"UltKan",292.695251464844
"76422118010478_ereg_231",-84.7549,33.7683,12.56,1315.932,1373.618,1682.093,0.013,"Others",327.569122314453
"76698309010478_ereg_232",-84.5171,32.2456,16.165,1243.257,638.136,2901.284,0.059,"Others",180.547500610352
"76699815010478_ereg_231",-84.5849,32.9162,15.552,1236.541,732.545,2728.34,0.025,"Others",314.078491210938
"76700961010478_ereg_232",-84.8513,31.0724,19.268,1332.666,759.793,3249.127,0.204,"Others",47.375846862793
"76701387010478_ereg_232",-84.7228,31.1714,18.75,1312.306,732.881,3224.894,0.387,"EntVert",46.501091003418
"76702498010478_ereg_231",-84.0016,33.0118,13.945,1167.196,2028.489,1078.117,-0.441,"Others",185.180892944336
"76703192010478_ereg_232",-82.6116,32.1046,15.39,1088.364,439.292,2952.029,0,"AlfInc",45.5603561401367
"76705338010478_ereg_M221",-84.7047,34.8751,11.502,1444.562,1419.018,1483.206,0.5,"Others",344.815002441406
"76705435010478_ereg_231",-84.6797,34.658,11.753,1466.586,1040.981,1845.79,0.477,"Others",423.337646484375
"76711912010478_ereg_231",-83.5113,33.4062,12.91,1165.124,1287.91,1760.924,0.946,"Others",171.91682434082
"76712951010478_ereg_M221",-83.3632,34.8774,11.495,1806.641,1482.922,1339.813,-0.52,"Others",736.966552734375
"76713054010478_ereg_M221",-83.3158,34.9833,9.977,1848.509,1357.847,1242.171,-0.978,"AlfInc",985.696472167969
"76713462010478_ereg_M221",-83.2069,34.8904,11.36,1660.413,1099.474,1700.564,-0.113,"Others",513.446533203125
"76713597010478_ereg_M221",-83.3915,34.8,12.727,1657.195,1575.417,1359.936,-1,"Others",638.197692871094
"76714585010478_ereg_232",-82.0698,33.3636,17.698,1116.761,698.886,3213.219,0.101,"Others",104.030410766602
"76716054010478_ereg_232",-81.6647,32.6998,15.602,1179.923,450.083,3007.349,-0.445,"Others",58.7785148620605
"76716473010478_ereg_232",-81.4642,32.8514,15.34,1167.974,1011.868,2215.186,0,"AlfInc",18.2376003265381
"76720705010478_ereg_232",-84.3735,31.9612,16.51,1225.547,656.073,2985.74,-0.487,"Others",117.883819580078
"76723725010478_ereg_232",-82.1791,31.9388,15.982,1160.716,462.421,3029.043,-0.079,"Others",26.3850498199463
"76725547010478_ereg_232",-84.3352,32.4007,15.4,1200.292,614.756,2798.71,0.5,"UltKan",144.7646484375
"76726847010478_ereg_232",-84.4436,31.799,17.235,1245.801,694.712,3074.702,-0.151,"Others",115.470504760742
"76726923010478_ereg_232",-84.4568,31.7007,16.985,1250.455,694.535,2962.401,0.208,"EntVert",87.8666915893555
"76727180010478_ereg_232",-84.3846,31.8402,16.265,1240.966,649.682,2905.555,0.012,"Others",106.251243591309
"76727436010478_ereg_232",-84.4855,31.6241,16.598,1264.425,672.36,2965.203,-0.538,"Others",84.8586578369141
"76729078010478_ereg_232",-83.5392,31.3948,15.137,1179.397,1615.911,1849.031,0,"EntVert",93.0204391479492
"76731551010478_ereg_231",-85.0793,33.1648,14.4,1293.194,1007.646,2146.952,0.261,"UltKan",212.961654663086
"76731673010478_ereg_231",-84.9941,33.0244,16.37,1296.935,761.503,2900.542,-0.237,"UltKan",233.011444091797
"76732149010478_ereg_232",-83.4643,32.8044,15.42,1151.198,631.57,2797.974,-0.043,"EntVert",161.569396972656
"76732485010478_ereg_232",-83.3754,32.6351,15.535,1156.926,629.352,2752.938,0,"Others",157.358825683594
"76733068010478_ereg_M221",-83.9392,34.9508,10.345,1434.317,1296.576,1337.374,-0.742,"AlfInc",692.042297363281
"76733266010478_ereg_M221",-83.8203,34.895,10.21,1737.044,1909.164,700.417,0,"AlfInc",868.863220214844
"76733489010478_ereg_M221",-83.8815,34.7288,9.77,1743.399,1875.635,636.873,0,"AlfInc",909.738952636719
"76733571010478_ereg_M221",-84.036,34.7722,9.87,1754.422,1836.416,672.949,-0.301,"AlfInc",862.405090332031
"76734139010478_ereg_231",-84.2938,32.8692,16.017,1228.699,635.644,2871.937,-0.011,"Others",215.635101318359
"76737868010478_ereg_232",-84.6992,31.3749,15.365,1290.195,1959.615,1486.794,-0.996,"Others",78.5073394775391
"76738206010478_ereg_232",-82.9469,30.6842,16.718,1303.502,493.827,2901.748,0.016,"SpodHist",49.3713798522949
"76738748010478_ereg_232",-83.0484,30.7849,16.523,1280.902,482.999,3017.932,0,"SpodHist",53.1024284362793
"76740100010478_ereg_232",-81.426,32.2451,16.108,1198.681,473.965,2999.568,1,"Others",11.8656969070435
"76740245010478_ereg_232",-81.342,32.4507,15.59,1211.112,452.63,2948.461,0.022,"Others",30.310905456543
"76740516010478_ereg_231",-82.8799,34.1845,13.652,1191.277,1465.537,1742.37,0.85,"Others",207.507293701172
"76743743010478_ereg_M221",-84.5314,34.9636,9.73,1615.327,1501.179,1025.025,-0.946,"AlfInc",873.735656738281
"76743857010478_ereg_M221",-84.5851,34.8706,7.953,1871.438,1393.093,988.89,0.198,"AlfInc",817.889465332031
"76744515010478_ereg_M221",-84.1554,34.8943,12.188,1459.953,1610.245,1251.427,-0.143,"Others",603.754211425781
"76744954010478_ereg_231",-85.324,34.0931,13.345,1316.105,968.471,2272.302,-0.512,"Others",284.73388671875
"76745821010478_ereg_231",-85.2172,34.4084,12.905,1332.542,937.483,2215.928,-0.008,"Others",217.44010925293
"76745944010478_ereg_231",-85.2433,34.3299,12.09,1348.307,1144.918,1787.102,-0.413,"Others",319.694946289062
"76746191010478_ereg_231",-85.4236,34.2513,12.885,1341.984,925.35,2284.338,0.499,"AlfInc",192.897018432617
"76746306010478_ereg_231",-84.2402,34.1706,13.877,1331.806,998.387,2327.385,0.121,"UltKan",335.065795898438
"76746721010478_ereg_231",-84.2171,34.3007,13.932,1368.892,997.526,2226.291,-0.5,"Others",322.2041015625
"76748631010478_ereg_231",-84.5705,34.5844,11.648,1455.149,1007.993,1861.668,-0.628,"Others",455.123687744141
"76748724010478_ereg_M221",-84.4211,34.5695,12.598,1533.244,1160.47,1739.565,-0.754,"AlfInc",668.472961425781
"76749184010478_ereg_M221",-84.2612,34.6229,11.135,1581.831,1668.962,1091.964,-0.149,"AlfInc",710.236511230469
"76749557010478_ereg_231",-84.6296,34.6858,11.145,1467.52,1210.593,1529.019,0.5,"Others",514.229614257812
"76750019010478_ereg_232",-82.6951,33.1976,15.433,1130.448,609.478,2824.963,0.413,"Others",152.539505004883
"76751126010478_ereg_232",-81.6895,31.2249,15.9,1295.047,858.833,2549.048,0.991,"AlfInc",2.18454337120056
"76751217010478_ereg_231",-85.0444,34.5033,12.055,1339.496,1171.879,1799.34,-0.997,"Others",319.746307373047
"76752795010478_ereg_232",-84.1318,30.9894,17.918,1313.017,619.514,3100.432,0.393,"Others",86.7299194335938
"76755212010478_ereg_M221",-83.4327,34.7261,12.843,1619.867,1179.119,1702.407,-0.99,"Others",569.336608886719
"76756450010478_ereg_231",-82.9276,33.4266,14.032,1136.999,864.13,2297.116,-0.418,"UltKan",174.821258544922
"76756717010478_ereg_231",-82.9443,33.241,15.315,1123.551,621.431,2757.81,0.027,"UltKan",156.655624389648
"76757962010478_ereg_231",-84.968,32.719,15.588,1229.632,1066.557,2181.813,0.511,"Others",172.64909362793
"76759606010478_ereg_231",-85.1819,33.3332,14.98,1309.12,1346.34,1916.312,0.032,"UltKan",295.335632324219
"76760553010478_ereg_232",-83.6944,32.5591,18.517,1151.858,749.525,3346.397,0.479,"Others",126.796073913574
"76761145010478_ereg_232",-83.551,32.6271,14.745,1142.478,612.348,2697.629,0,"AlfInc",97.441764831543
"76761762010478_ereg_231",-83.492,34.1816,13.753,1269.565,2144.58,974.586,-0.066,"Others",257.926055908203
"76762731010478_ereg_231",-83.8231,33.3322,14.17,1165.947,566.089,2658.109,-0.769,"Others",156.037033081055
"76763096010478_ereg_231",-83.738,33.1839,15.12,1168.658,596.969,2676.49,-0.507,"UltKan",175.47021484375
"76767137010478_ereg_231",-83.7022,32.9501,14.133,1163.04,1749.994,1412.807,0.587,"AlfInc",123.247817993164
"76769148010478_ereg_232",-83.048,31.1453,17.02,1243.601,486.753,3110.294,-0.384,"Others",66.2675933837891
"76770327010478_ereg_232",-82.8353,32.4719,13.38,1154.882,1498.693,1621.093,0,"Others",49.9808044433594
"76770405010478_ereg_232",-82.8529,32.2734,16.392,1125.604,475.833,3046.921,1,"Others",77.8325729370117
"76770973010478_ereg_232",-84.0218,31.8963,16.645,1182.016,677.03,2949.535,0.5,"EntVert",88.6572647094727
"76771133010478_ereg_232",-81.5604,31.9171,15.645,1197.622,462.775,2979.39,-0.057,"SpodHist",15.7484893798828
"76771743010478_ereg_232",-81.6995,31.9273,15.35,1189.251,446.597,2913.665,0.431,"EntVert",40.5646553039551
"76773345010478_ereg_232",-81.8024,31.7094,15.828,1215.681,464.347,2924.921,1,"EntVert",16.2384490966797
"76773486010478_ereg_232",-81.88,31.8515,16.383,1191.396,475.715,3042.889,0.017,"SpodHist",32.2764625549316
"76773697010478_ereg_232",-81.5196,31.6777,15.447,1224.013,459.42,2827.994,0,"Others",19.7509860992432
"76774564010478_ereg_232",-83.3527,30.7574,16.75,1285.307,489.636,3002.824,0.845,"EntVert",60.9359588623047
"76775253010478_ereg_232",-83.3885,30.9491,18.387,1255.605,527.885,3292.252,1,"Others",54.8827667236328
"76775528010478_ereg_M221",-84.0357,34.6525,10.152,1877.29,2212.891,347.586,0.629,"AlfInc",888.064758300781
"76775934010478_ereg_231",-83.9687,34.4879,13.332,1534.186,1229.004,1779.817,0,"Others",383.668548583984
"76778210010478_ereg_232",-81.8447,30.9337,16.78,1296.772,497.424,2967.542,-0.031,"AlfInc",4.30759334564209
"76778297010478_ereg_232",-81.7095,30.8299,16.615,1297.236,490.071,2942.637,-0.226,"AlfInc",1.79853534698486
"76778703010478_ereg_232",-81.7376,30.7702,16.31,1301.026,480.701,2852.677,0.997,"SpodHist",0.820859372615814
"76779681010478_ereg_231",-84.916,33.7452,14.297,1315.51,903.487,2455.148,0.409,"UltKan",338.224395751953
"76779804010478_ereg_231",-84.9826,33.7337,13.95,1330.753,1003.589,2306.353,-0.384,"UltKan",320.562408447266
"76780337010478_ereg_231",-85.0305,33.7136,13.932,1327.226,980.641,2190.974,0.424,"UltKan",336.889007568359
"76782204010478_ereg_232",-82.1411,30.8292,15.36,1294.441,1794.284,1449.488,0.883,"Others",37.7068176269531
"76782874010478_ereg_232",-81.0995,32.0049,19.837,1216.032,574.317,3736.163,0.2,"Others",13.2334012985229
"76784388010478_ereg_231",-85.1927,34.5082,12.672,1365.982,932.852,2173.879,-0.152,"AlfInc",276.293609619141
"76785615010478_ereg_231",-84.3301,34.3381,11.76,1362.297,1683.835,1257.708,0.003,"Others",359.519897460938
"76785776010478_ereg_231",-84.6311,34.341,11.185,1419.462,1309.882,1581.393,-0.146,"AlfInc",319.343536376953
"76787341010478_ereg_232",-82.7217,30.9166,16.34,1281.758,481.914,2973.55,0,"EntVert",58.9748420715332
"76788714010478_ereg_232",-82.8012,31.0837,15.745,1292.142,1601.518,1821.432,0,"SpodHist",58.6242370605469
"76790135010478_ereg_232",-82.6919,31.3862,15.21,1235.852,1368.946,1968.089,0,"EntVert",47.9968109130859
"76790486010478_ereg_232",-82.7537,31.5252,14.953,1234.237,1356.081,1980.058,-0.546,"EntVert",65.5133361816406
"76791885010478_ereg_231",-82.2561,33.4727,14.975,1130.682,590.883,2716.145,-0.265,"UltKan",133.625885009766
"76795772010478_ereg_232",-83.2174,33.0382,14.227,1147.523,624.095,2688.255,0,"AlfInc",86.2605667114258
"76797813010478_ereg_231",-84.6715,34.2581,13.328,1335.883,1097.921,2012.639,-0.647,"Others",352.059753417969
"76799206010478_ereg_232",-83.2102,31.1784,17.095,1241.289,496.791,3130.688,1,"Others",73.2379531860352
"76800259010478_ereg_232",-83.2621,32.4692,14.108,1151.995,1309.552,1950.016,-0.879,"Others",112.522933959961
